date,rating,text,thumbs_up,city,primary_theme,review_id
2025-11-23,3,Had to cancel after waiting 18 minutes. No cars available apparently.,5,Phoenix,wait_times,1758
2025-11-23,4,"The future is here and it's amazing. Clean car, no awkward conversation, perfect ride.",13,San Francisco,general_experience,1759
2025-11-24,2,The coverage map is confusing and the boundaries keep changing.,0,San Francisco,coverage_area,1760
2025-11-24,5,Life-changing service for someone who can't drive. Thank you Waymo! My elderly mother uses it and feels safe. That says a lot about the trust factor.,13,Miami,general_experience,1761
2025-11-24,1,Good concept but not ready for prime time yet. Too many quirks. Pricing is fair and often cheaper than Uber during surge times.,2,Phoenix,general_experience,1762
2025-11-24,5,Quick pickup even during evening rush. Really improving on availability.,9,Austin,wait_times,1763
2025-11-24,1,The holiday pricing was outrageous. Nearly double what I normally pay.,0,Austin,pricing,1764
2025-11-24,4,The app experience is premium. Love the music and climate controls in the app.,1,Los Angeles,app_experience,1765
2025-11-24,3,The car handled a sudden obstacle in the road perfectly. Very impressive safety response.,15,Austin,safety_trust,1766
2025-11-24,2,Would rate 5 stars if not for the consistently long wait times in my neighborhood.,2,Austin,wait_times,1767
2025-11-24,3,Happy to see coverage in Austin now. The expansion is exciting. Great value for the ride quality you get. Worth every penny.,1,San Francisco,coverage_area,1768
2025-11-24,5,Car arrived in under 3 minutes! Faster than any Uber I've ordered.,3,San Francisco,wait_times,1769
2025-11-24,2,Estimated 8 minute wait turned into 22 minutes. Very frustrating.,3,Phoenix,wait_times,1770
2025-11-24,3,The novelty wore off. Now I just notice the long waits and limited coverage.,24,Los Angeles,general_experience,1771
2025-11-25,2,The car accelerated really aggressively merging onto the freeway. Uncomfortable.,24,Los Angeles,ride_smoothness,1772
2025-11-25,5,Car arrived in under 3 minutes! Faster than any Uber I've ordered.,7,Austin,wait_times,1773
2025-11-25,4,Love that there's no surge pricing. The predictable fares are a huge plus. Ride was choppy in construction zones. The car kept stopping and starting.,22,Atlanta,pricing,1774
2025-11-25,5,The car is incredibly cautious at crosswalks and around pedestrians. Trust it completely. Took my first ride today and was amazed at how safe it felt. Converted skeptic.,3,San Francisco,safety_trust,1775
2025-11-25,5,Car arrived in under 3 minutes! Faster than any Uber I've ordered. The service area is growing fast. Can now get rides to places I couldn't before.,0,San Francisco,wait_times,1776
2025-11-25,1,The availability is terrible during rush hour. Had to wait over 20 minutes twice.,3,Austin,wait_times,1777
2025-11-25,4,The driving quality is outstanding. Handles highway merges and city traffic beautifully.,4,Miami,ride_smoothness,1778
2025-11-26,3,App crashes frequently when trying to set a destination. Really annoying.,10,Atlanta,app_experience,1779
2025-11-26,3,Love the ride but hate the wait. 20 minutes is not acceptable when I'm late.,2,Phoenix,wait_times,1780
2025-11-26,5,My elderly mother uses it and feels safe. That says a lot about the trust factor.,0,Los Angeles,safety_trust,1781
2025-11-26,5,Coverage in SF is excellent now. Can go almost anywhere in the city. Pricing is fair and often cheaper than Uber during surge times.,18,Los Angeles,coverage_area,1782
2025-11-26,2,"Getting expensive. For the wait times I deal with, the price doesn't feel worth it. The novelty wore off. Now I just notice the long waits and limited coverage.",3,Los Angeles,pricing,1783
2025-11-26,5,The ride quality alone makes this worth it. So much smoother than human drivers.,2,Atlanta,ride_smoothness,1784
2025-11-26,5,This is the future of transportation. Absolutely love the Waymo experience.,16,Austin,general_experience,1785
2025-11-26,5,Great value for the ride quality you get. Worth every penny.,9,Phoenix,pricing,1786
2025-11-27,3,The wait times are ridiculous in my area. 15-20 minutes every single time.,4,San Francisco,wait_times,1787
2025-11-27,5,"The autonomous driving is remarkably smooth. Braking, acceleration, lane changes - all very natural.",7,Phoenix,ride_smoothness,1788
2025-11-27,4,The service area is growing fast. Can now get rides to places I couldn't before. The ride was incredibly smooth. Way better than most human drivers I've had in rideshare.,1,Los Angeles,coverage_area,1789
2025-11-27,4,Silky smooth ride every time. The car is so gentle with acceleration and braking.,1,San Francisco,ride_smoothness,1790
2025-11-27,3,Love the ride but hate the wait. 20 minutes is not acceptable when I'm late.,3,Phoenix,wait_times,1791
2025-11-27,5,Car arrived in under 3 minutes! Faster than any Uber I've ordered.,1,Miami,wait_times,1792
2025-11-27,3,UI is confusing for first-time users. My parents couldn't figure out how to book.,1,Miami,app_experience,1793
2025-11-27,5,Wait time has gotten so much better in the last few months. Usually under 5 min now.,5,Phoenix,wait_times,1794
2025-11-27,5,Took my first ride today and was amazed at how safe it felt. Converted skeptic. The consistency is what I love most. Every ride is the same great quality.,2,Phoenix,safety_trust,1795
2025-11-27,1,Not bad but not great either. Inconsistent experience depending on time of day.,0,Los Angeles,general_experience,1796
2025-11-28,1,Can never get a car when I actually need one. Wait times need serious improvement.,8,Atlanta,wait_times,1797
2025-11-28,5,Life-changing service for someone who can't drive. Thank you Waymo! The car accelerated really aggressively merging onto the freeway. Uncomfortable.,4,Los Angeles,general_experience,1798
2025-11-28,5,So glad they expanded to my neighborhood! Coverage keeps getting better.,5,Los Angeles,coverage_area,1799
2025-11-28,1,The novelty wore off. Now I just notice the long waits and limited coverage.,0,Phoenix,general_experience,1800
2025-11-28,3,The novelty wore off. Now I just notice the long waits and limited coverage.,6,Los Angeles,general_experience,1801
2025-12-01,5,Really polished app. The ride tracking and ETA features work perfectly. Great value for the ride quality you get. Worth every penny.,0,Phoenix,app_experience,1802
2025-12-01,4,"Safer than human drivers honestly. No distracted driving, no phone use, always alert.",2,Phoenix,safety_trust,1803
2025-12-01,3,"Wait times have gotten worse recently. Used to be 5 min, now it's 15+. Great app design. Setting pickup and dropoff locations is intuitive.",4,San Francisco,wait_times,1804
2025-12-01,5,Happy to see coverage in Austin now. The expansion is exciting. No tipping awkwardness and the pricing is transparent. Win-win.,1,Los Angeles,coverage_area,1805
2025-12-01,5,The ride quality alone makes this worth it. So much smoother than human drivers.,10,Austin,ride_smoothness,1806
2025-12-01,2,The GPS location for pickup is often off by half a block. Confusing.,3,Phoenix,app_experience,1807
2025-12-01,5,Silky smooth ride every time. The car is so gentle with acceleration and braking.,0,San Francisco,ride_smoothness,1808
2025-12-02,4,Great value for the ride quality you get. Worth every penny.,5,Atlanta,pricing,1809
2025-12-02,4,Car arrived in under 3 minutes! Faster than any Uber I've ordered.,2,San Francisco,wait_times,1810
2025-12-02,3,"Wait times have gotten worse recently. Used to be 5 min, now it's 15+.",1,San Francisco,wait_times,1811
2025-12-02,3,The wait times are ridiculous in my area. 15-20 minutes every single time.,3,Los Angeles,wait_times,1812
2025-12-02,2,The app drains my battery like crazy. Needs optimization badly.,3,Los Angeles,app_experience,1813
2025-12-02,5,Life-changing service for someone who can't drive. Thank you Waymo!,2,Miami,general_experience,1814
2025-12-02,2,The biggest issue is reliability of pickup times. I've been burned too many times. The holiday pricing was outrageous. Nearly double what I normally pay.,10,Phoenix,wait_times,1815
2025-12-02,5,Wait time has gotten so much better in the last few months. Usually under 5 min now.,2,Phoenix,wait_times,1816
2025-12-02,5,The ride quality alone makes this worth it. So much smoother than human drivers. Was nervous at first but after 50+ rides I trust the technology completely.,0,Atlanta,ride_smoothness,1817
2025-12-02,5,"The autonomous driving is remarkably smooth. Braking, acceleration, lane changes - all very natural.",6,Los Angeles,ride_smoothness,1818
2025-12-02,4,Wait time has gotten so much better in the last few months. Usually under 5 min now. Ride was choppy in construction zones. The car kept stopping and starting.,11,San Francisco,wait_times,1819
2025-12-02,2,The wait times are ridiculous in my area. 15-20 minutes every single time. The car took me to the wrong entrance of a mall. Minor but annoying.,2,Phoenix,wait_times,1820
2025-12-03,3,Smoother than any Uber ride I've ever taken. The car handles turns and stops so gently.,5,Austin,ride_smoothness,1821
2025-12-03,5,The new Atlanta service area is great. Covers most of the places I need to go.,6,Los Angeles,coverage_area,1822
2025-12-03,2,The novelty wore off. Now I just notice the long waits and limited coverage.,1,Phoenix,general_experience,1823
2025-12-03,3,Can never get a car when I actually need one. Wait times need serious improvement. Quick pickup even during evening rush. Really improving on availability.,3,San Francisco,wait_times,1824
2025-12-03,5,Wait time has gotten so much better in the last few months. Usually under 5 min now. Quick pickup even during evening rush. Really improving on availability.,3,Los Angeles,wait_times,1825
2025-12-03,5,Car arrived in under 3 minutes! Faster than any Uber I've ordered. No tipping awkwardness and the pricing is transparent. Win-win.,1,Miami,wait_times,1826
2025-12-04,1,The novelty wore off. Now I just notice the long waits and limited coverage.,3,San Francisco,general_experience,1827
2025-12-04,5,Best ride quality of any rideshare service. The car drives like a luxury chauffeur.,1,San Francisco,ride_smoothness,1828
2025-12-04,5,"Love how the car takes turns - no jerky movements, just smooth sailing.",11,San Francisco,ride_smoothness,1829
2025-12-04,5,The ride quality alone makes this worth it. So much smoother than human drivers. Love the ride but hate the wait. 20 minutes is not acceptable when I'm late.,1,Atlanta,ride_smoothness,1830
2025-12-04,2,Not fully confident yet. The car sometimes makes decisions that feel unpredictable. Great app design. Setting pickup and dropoff locations is intuitive.,2,Miami,safety_trust,1831
2025-12-04,1,"Getting expensive. For the wait times I deal with, the price doesn't feel worth it. Wish they would expand to the suburbs. I can only use it in the city center.",0,San Francisco,pricing,1832
2025-12-04,5,So glad they expanded to my neighborhood! Coverage keeps getting better.,6,Los Angeles,coverage_area,1833
2025-12-04,4,Converted my whole family to Waymo. We barely use regular rideshare anymore.,2,San Francisco,general_experience,1834
2025-12-05,5,Wait time has gotten so much better in the last few months. Usually under 5 min now.,2,Miami,wait_times,1835
2025-12-05,3,The GPS location for pickup is often off by half a block. Confusing.,1,Atlanta,app_experience,1836
2025-12-05,3,The fare estimate was $15 but I was charged $22. Pricing transparency needs work.,3,Miami,pricing,1837
2025-12-05,2,Can never get a car when I actually need one. Wait times need serious improvement.,5,San Francisco,wait_times,1838
2025-12-05,5,"After 100+ rides, I can say this is the most reliable transportation option I have. Pleasantly surprised by the quick pickup. Only waited 2 minutes.",25,San Francisco,general_experience,1839
2025-12-05,5,Life-changing service for someone who can't drive. Thank you Waymo! App crashes frequently when trying to set a destination. Really annoying.,0,San Francisco,general_experience,1840
2025-12-05,1,The holiday pricing was outrageous. Nearly double what I normally pay.,7,Miami,pricing,1841
2025-12-05,5,Love that there's no surge pricing. The predictable fares are a huge plus. The ride quality alone makes this worth it. So much smoother than human drivers.,3,Atlanta,pricing,1842
2025-12-05,1,"Wait times have gotten worse recently. Used to be 5 min, now it's 15+.",6,Austin,wait_times,1843
2025-12-05,3,Had to cancel after waiting 18 minutes. No cars available apparently.,0,Phoenix,wait_times,1844
2025-12-06,1,The holiday pricing was outrageous. Nearly double what I normally pay.,0,San Francisco,pricing,1845
2025-12-06,1,Love the ride but hate the wait. 20 minutes is not acceptable when I'm late.,0,Miami,wait_times,1846
2025-12-06,5,Really impressed by how smooth the driving is. My coffee didn't spill once!,1,Austin,ride_smoothness,1847
2025-12-06,5,The estimated arrival time was accurate. Car showed up right on time.,1,San Francisco,wait_times,1848
2025-12-06,1,Had to cancel after waiting 18 minutes. No cars available apparently.,2,Phoenix,wait_times,1849
2025-12-06,3,The ride was incredibly smooth. Way better than most human drivers I've had in rideshare.,7,San Francisco,ride_smoothness,1850
2025-12-06,3,The car took me to the wrong entrance of a mall. Minor but annoying.,2,Atlanta,general_experience,1851
2025-12-06,4,"Great app design. Setting pickup and dropoff locations is intuitive. The future is here and it's amazing. Clean car, no awkward conversation, perfect ride.",1,San Francisco,app_experience,1852
2025-12-06,5,Wait time has gotten so much better in the last few months. Usually under 5 min now.,3,Phoenix,wait_times,1853
2025-12-07,4,Life-changing service for someone who can't drive. Thank you Waymo!,2,Miami,general_experience,1854
2025-12-07,1,Not bad but not great either. Inconsistent experience depending on time of day. The coverage map is confusing and the boundaries keep changing.,1,Austin,general_experience,1855
2025-12-07,5,Happy to see coverage in Austin now. The expansion is exciting.,1,Atlanta,coverage_area,1856
2025-12-07,5,Best rideshare experience available. The novelty never wears off. Really impressed by how smooth the driving is. My coffee didn't spill once!,0,San Francisco,general_experience,1857
2025-12-07,1,UI is confusing for first-time users. My parents couldn't figure out how to book. Had trouble with the app not recognizing my pickup location in a parking garage.,7,Phoenix,app_experience,1858
2025-12-07,2,"The car brakes too hard sometimes, especially at yellow lights. Jerky stops.",14,Los Angeles,ride_smoothness,1859
2025-12-07,2,Can never get a car when I actually need one. Wait times need serious improvement.,0,Los Angeles,wait_times,1860
2025-12-07,4,Trust in the technology has grown with every ride. Now I prefer it over human drivers.,4,Austin,safety_trust,1861
2025-12-08,3,Prices have gone up a lot recently. It used to be much more affordable.,3,Austin,pricing,1862
2025-12-08,4,The 360 sensors catch things a human driver would miss. Feels very secure.,4,San Francisco,safety_trust,1863
2025-12-08,2,Estimated 8 minute wait turned into 22 minutes. Very frustrating.,0,Phoenix,wait_times,1864
2025-12-08,2,Had trouble with the app not recognizing my pickup location in a parking garage.,3,San Francisco,app_experience,1865
2025-12-08,5,The ride quality alone makes this worth it. So much smoother than human drivers.,8,Phoenix,ride_smoothness,1866
2025-12-08,1,Wish they would expand to the suburbs. I can only use it in the city center.,2,Atlanta,coverage_area,1867
2025-12-08,4,Cheaper than I expected for an autonomous car ride. Very competitive pricing.,5,Miami,pricing,1868
2025-12-08,2,Wish they would expand to the suburbs. I can only use it in the city center.,0,Austin,coverage_area,1869
2025-12-08,5,Best ride quality of any rideshare service. The car drives like a luxury chauffeur. The novelty wore off. Now I just notice the long waits and limited coverage.,2,Austin,ride_smoothness,1870
2025-12-08,4,"5 stars! Every ride has been great. Clean cars, smooth rides, futuristic experience. Consistently smooth rides. The car navigates complex intersections with ease.",4,Los Angeles,general_experience,1871
2025-12-08,5,"5 stars! Every ride has been great. Clean cars, smooth rides, futuristic experience. The car got confused by a delivery truck double-parked. Just sat there for 2 minutes.",1,Los Angeles,general_experience,1872
2025-12-09,3,Had to cancel after waiting 18 minutes. No cars available apparently.,4,San Francisco,wait_times,1873
2025-12-09,5,Cheaper than I expected for an autonomous car ride. Very competitive pricing.,1,Austin,pricing,1874
2025-12-09,4,Amazing technology. I tell everyone about Waymo. It's truly impressive.,0,Atlanta,general_experience,1875
2025-12-09,4,No tipping awkwardness and the pricing is transparent. Win-win.,16,Austin,pricing,1876
2025-12-09,5,Car arrived in under 3 minutes! Faster than any Uber I've ordered.,4,Austin,wait_times,1877
2025-12-09,5,The defensive driving is excellent. The car gives cyclists extra space automatically. My elderly mother uses it and feels safe. That says a lot about the trust factor.,4,Los Angeles,safety_trust,1878
2025-12-09,2,The availability is terrible during rush hour. Had to wait over 20 minutes twice.,6,Los Angeles,wait_times,1879
2025-12-09,1,Service area is still too small. Half my regular destinations aren't covered.,2,Miami,coverage_area,1880
2025-12-09,5,"Safer than human drivers honestly. No distracted driving, no phone use, always alert.",3,Miami,safety_trust,1881
2025-12-09,5,The ride was incredibly smooth. Way better than most human drivers I've had in rideshare.,0,Miami,ride_smoothness,1882
2025-12-10,1,App crashes frequently when trying to set a destination. Really annoying.,2,Los Angeles,app_experience,1883
2025-12-10,3,Quick pickup even during evening rush. Really improving on availability.,5,Atlanta,wait_times,1884
2025-12-10,5,The 360 sensors catch things a human driver would miss. Feels very secure. Prices have gone up a lot recently. It used to be much more affordable.,3,Phoenix,safety_trust,1885
2025-12-10,5,The defensive driving is excellent. The car gives cyclists extra space automatically. My biggest frustration is the limited coverage area. Can't get to the airport yet.,1,Phoenix,safety_trust,1886
2025-12-10,5,The defensive driving is excellent. The car gives cyclists extra space automatically. Coverage in SF is excellent now. Can go almost anywhere in the city.,5,Los Angeles,safety_trust,1887
2025-12-10,5,Pleasantly surprised by the quick pickup. Only waited 2 minutes.,8,Atlanta,wait_times,1888
2025-12-11,2,The coverage map is confusing and the boundaries keep changing.,1,Phoenix,coverage_area,1889
2025-12-11,1,The novelty wore off. Now I just notice the long waits and limited coverage.,9,San Francisco,general_experience,1890
2025-12-11,2,The car accelerated really aggressively merging onto the freeway. Uncomfortable. The app experience is premium. Love the music and climate controls in the app.,6,Los Angeles,ride_smoothness,1891
2025-12-11,3,The car got confused by a delivery truck double-parked. Just sat there for 2 minutes. The app drains my battery like crazy. Needs optimization badly.,2,San Francisco,safety_trust,1892
2025-12-11,5,The ride was incredibly smooth. Way better than most human drivers I've had in rideshare. Life-changing service for someone who can't drive. Thank you Waymo!,3,Atlanta,ride_smoothness,1893
2025-12-11,2,"App crashes frequently when trying to set a destination. Really annoying. Love how the car takes turns - no jerky movements, just smooth sailing.",7,San Francisco,app_experience,1894
2025-12-11,5,The estimated arrival time was accurate. Car showed up right on time.,3,Austin,wait_times,1895
2025-12-11,3,Can never get a car when I actually need one. Wait times need serious improvement.,0,Phoenix,wait_times,1896
2025-12-12,3,Ride was choppy in construction zones. The car kept stopping and starting.,1,Miami,ride_smoothness,1897
2025-12-12,2,Can never get a car when I actually need one. Wait times need serious improvement.,5,Austin,wait_times,1898
2025-12-12,3,"Wait times have gotten worse recently. Used to be 5 min, now it's 15+.",0,Los Angeles,wait_times,1899
2025-12-12,2,Had a close call with a cyclist. The car saw them late and braked hard.,0,San Francisco,safety_trust,1900
2025-12-12,4,So glad they expanded to my neighborhood! Coverage keeps getting better.,2,San Francisco,coverage_area,1901
2025-12-12,3,Pricing during peak hours is getting close to Uber Black rates. Too expensive.,1,San Francisco,pricing,1902
2025-12-12,3,The ride quality alone makes this worth it. So much smoother than human drivers.,5,Austin,ride_smoothness,1903
2025-12-12,5,Cheaper than I expected for an autonomous car ride. Very competitive pricing.,3,San Francisco,pricing,1904
2025-12-12,2,Not bad but not great either. Inconsistent experience depending on time of day. Great value for the ride quality you get. Worth every penny.,2,Atlanta,general_experience,1905
2025-12-13,3,Estimated 8 minute wait turned into 22 minutes. Very frustrating.,5,Austin,wait_times,1906
2025-12-13,4,Took my first ride today and was amazed at how safe it felt. Converted skeptic. Happy to see coverage in Austin now. The expansion is exciting.,0,Phoenix,safety_trust,1907
2025-12-13,4,The ride was incredibly smooth. Way better than most human drivers I've had in rideshare.,0,Austin,ride_smoothness,1908
2025-12-13,1,The holiday pricing was outrageous. Nearly double what I normally pay. The car got confused by a delivery truck double-parked. Just sat there for 2 minutes.,5,Miami,pricing,1909
2025-12-13,2,Waited 25 minutes for a pickup. This is my biggest complaint with the service.,0,San Francisco,wait_times,1910
2025-12-13,2,My biggest frustration is the limited coverage area. Can't get to the airport yet.,2,San Francisco,coverage_area,1911
2025-12-13,4,Quick pickup even during evening rush. Really improving on availability. Ride was choppy in construction zones. The car kept stopping and starting.,7,Atlanta,wait_times,1912
2025-12-13,3,UI is confusing for first-time users. My parents couldn't figure out how to book.,1,Phoenix,app_experience,1913
2025-12-13,3,The GPS location for pickup is often off by half a block. Confusing. The driving quality is outstanding. Handles highway merges and city traffic beautifully.,8,San Francisco,app_experience,1914
2025-12-13,5,Pleasantly surprised by the quick pickup. Only waited 2 minutes. Great value for the ride quality you get. Worth every penny.,0,Austin,wait_times,1915
2025-12-13,4,Consistently smooth rides. The car navigates complex intersections with ease.,3,Atlanta,ride_smoothness,1916
2025-12-14,5,Really polished app. The ride tracking and ETA features work perfectly.,5,Los Angeles,app_experience,1917
2025-12-14,2,Had to cancel after waiting 18 minutes. No cars available apparently.,4,San Francisco,wait_times,1918
2025-12-14,1,The car stopped in the middle of the road for no reason. Scary experience. App crashes frequently when trying to set a destination. Really annoying.,1,Atlanta,safety_trust,1919
2025-12-14,5,Really polished app. The ride tracking and ETA features work perfectly.,9,San Francisco,app_experience,1920
2025-12-14,1,Estimated 8 minute wait turned into 22 minutes. Very frustrating.,2,Los Angeles,wait_times,1921
2025-12-14,5,Amazing technology. I tell everyone about Waymo. It's truly impressive.,4,Phoenix,general_experience,1922
2025-12-14,3,Can never get a car when I actually need one. Wait times need serious improvement.,1,Austin,wait_times,1923
2025-12-14,1,The biggest issue is reliability of pickup times. I've been burned too many times. Quick pickup even during evening rush. Really improving on availability.,8,San Francisco,wait_times,1924
2025-12-14,3,Estimated 8 minute wait turned into 22 minutes. Very frustrating.,0,San Francisco,wait_times,1925
2025-12-14,2,"The car took me to the wrong entrance of a mall. Minor but annoying. Safer than human drivers honestly. No distracted driving, no phone use, always alert.",12,Phoenix,general_experience,1926
2025-12-14,2,Good concept but not ready for prime time yet. Too many quirks.,12,San Francisco,general_experience,1927
2025-12-14,3,Love the ride but hate the wait. 20 minutes is not acceptable when I'm late.,3,San Francisco,wait_times,1928
2025-12-15,5,Great app design. Setting pickup and dropoff locations is intuitive. Estimated 8 minute wait turned into 22 minutes. Very frustrating.,6,Austin,app_experience,1929
2025-12-15,3,The coverage map is confusing and the boundaries keep changing. The service area is growing fast. Can now get rides to places I couldn't before.,0,Phoenix,coverage_area,1930
2025-12-15,5,"The consistency is what I love most. Every ride is the same great quality. The future is here and it's amazing. Clean car, no awkward conversation, perfect ride.",3,Phoenix,general_experience,1931
2025-12-15,5,Pleasantly surprised by the quick pickup. Only waited 2 minutes. The wait times are ridiculous in my area. 15-20 minutes every single time.,7,Miami,wait_times,1932
2025-12-15,3,The car accelerated really aggressively merging onto the freeway. Uncomfortable.,0,Austin,ride_smoothness,1933
2025-12-15,2,The availability is terrible during rush hour. Had to wait over 20 minutes twice.,0,Austin,wait_times,1934
2025-12-15,3,Would rate 5 stars if not for the consistently long wait times in my neighborhood.,0,Phoenix,wait_times,1935
2025-12-16,5,My elderly mother uses it and feels safe. That says a lot about the trust factor. Payment processing failed twice. Had to reinstall the app to fix it.,1,Los Angeles,safety_trust,1936
2025-12-16,5,My elderly mother uses it and feels safe. That says a lot about the trust factor.,5,Los Angeles,safety_trust,1937
2025-12-16,1,Had to cancel after waiting 18 minutes. No cars available apparently.,0,Atlanta,wait_times,1938
2025-12-16,5,Pricing is fair and often cheaper than Uber during surge times.,8,San Francisco,pricing,1939
2025-12-16,5,Was nervous at first but after 50+ rides I trust the technology completely.,0,Atlanta,safety_trust,1940
2025-12-16,2,The app drains my battery like crazy. Needs optimization badly. Love that there's no surge pricing. The predictable fares are a huge plus.,3,San Francisco,app_experience,1941
2025-12-16,1,Wish they would expand to the suburbs. I can only use it in the city center.,5,San Francisco,coverage_area,1942
2025-12-16,4,The service area is growing fast. Can now get rides to places I couldn't before.,0,San Francisco,coverage_area,1943
2025-12-16,4,The consistency is what I love most. Every ride is the same great quality.,0,Miami,general_experience,1944
2025-12-16,5,The driving quality is outstanding. Handles highway merges and city traffic beautifully. The wait times are ridiculous in my area. 15-20 minutes every single time.,0,Phoenix,ride_smoothness,1945
2025-12-16,5,Best rideshare experience available. The novelty never wears off.,5,Los Angeles,general_experience,1946
2025-12-17,2,The holiday pricing was outrageous. Nearly double what I normally pay. Best ride quality of any rideshare service. The car drives like a luxury chauffeur.,0,Phoenix,pricing,1947
2025-12-17,3,The car seemed to struggle with speed bumps and rough road surfaces.,8,Los Angeles,ride_smoothness,1948
2025-12-17,5,Took my first ride today and was amazed at how safe it felt. Converted skeptic.,0,San Francisco,safety_trust,1949
2025-12-17,2,The novelty wore off. Now I just notice the long waits and limited coverage.,1,Atlanta,general_experience,1950
2025-12-17,3,Pricing during peak hours is getting close to Uber Black rates. Too expensive.,0,Los Angeles,pricing,1951
2025-12-17,1,The GPS location for pickup is often off by half a block. Confusing.,2,Los Angeles,app_experience,1952
2025-12-17,4,The service area is growing fast. Can now get rides to places I couldn't before. Really impressed by how smooth the driving is. My coffee didn't spill once!,6,Atlanta,coverage_area,1953
2025-12-17,2,Wish they would expand to the suburbs. I can only use it in the city center.,5,San Francisco,coverage_area,1954
2025-12-17,3,Ride was choppy in construction zones. The car kept stopping and starting.,0,Atlanta,ride_smoothness,1955
2025-12-17,2,The biggest issue is reliability of pickup times. I've been burned too many times.,1,Miami,wait_times,1956
2025-12-17,2,Would rate 5 stars if not for the consistently long wait times in my neighborhood. Love that there's no surge pricing. The predictable fares are a huge plus.,13,Phoenix,wait_times,1957
2025-12-17,3,"Please expand to more cities! I want this everywhere, not just SF and Phoenix.",6,Austin,coverage_area,1958
2025-12-17,2,Got nervous when the car hesitated at a 4-way stop for way too long. Not fully confident yet. The car sometimes makes decisions that feel unpredictable.,19,Miami,safety_trust,1959
2025-12-18,3,The car took me to the wrong entrance of a mall. Minor but annoying.,1,Phoenix,general_experience,1960
2025-12-18,5,Was nervous at first but after 50+ rides I trust the technology completely. The availability is terrible during rush hour. Had to wait over 20 minutes twice.,0,Los Angeles,safety_trust,1961
2025-12-18,3,Had trouble with the app not recognizing my pickup location in a parking garage. Great value for the ride quality you get. Worth every penny.,2,Austin,app_experience,1962
2025-12-18,1,Had a close call with a cyclist. The car saw them late and braked hard. The new Atlanta service area is great. Covers most of the places I need to go.,2,Phoenix,safety_trust,1963
2025-12-18,5,The ride quality alone makes this worth it. So much smoother than human drivers. Pricing is fair and often cheaper than Uber during surge times.,0,Austin,ride_smoothness,1964
2025-12-18,2,The novelty wore off. Now I just notice the long waits and limited coverage. Ride was choppy in construction zones. The car kept stopping and starting.,0,Phoenix,general_experience,1965
2025-12-18,2,Can never get a car when I actually need one. Wait times need serious improvement.,3,Atlanta,wait_times,1966
2025-12-18,4,"The app is clean and easy to use. Love being able to track the car in real-time. 5 stars! Every ride has been great. Clean cars, smooth rides, futuristic experience.",4,Atlanta,app_experience,1967
2025-12-19,4,My elderly mother uses it and feels safe. That says a lot about the trust factor. Ride was choppy in construction zones. The car kept stopping and starting.,5,Los Angeles,safety_trust,1968
2025-12-19,2,Can never get a car when I actually need one. Wait times need serious improvement.,3,Phoenix,wait_times,1969
2025-12-19,4,Converted my whole family to Waymo. We barely use regular rideshare anymore.,5,San Francisco,general_experience,1970
2025-12-19,5,The defensive driving is excellent. The car gives cyclists extra space automatically.,2,Phoenix,safety_trust,1971
2025-12-19,2,UI is confusing for first-time users. My parents couldn't figure out how to book.,2,Phoenix,app_experience,1972
2025-12-19,2,App froze mid-ride and I couldn't see my route or ETA. Stressful.,10,Phoenix,app_experience,1973
2025-12-19,1,Waited 25 minutes for a pickup. This is my biggest complaint with the service.,7,Atlanta,wait_times,1974
2025-12-19,2,"Wait times have gotten worse recently. Used to be 5 min, now it's 15+.",3,Austin,wait_times,1975
2025-12-19,1,The car accelerated really aggressively merging onto the freeway. Uncomfortable.,3,Phoenix,ride_smoothness,1976
2025-12-19,2,Payment processing failed twice. Had to reinstall the app to fix it.,0,Atlanta,app_experience,1977
2025-12-19,4,The ride was incredibly smooth. Way better than most human drivers I've had in rideshare. Happy to see coverage in Austin now. The expansion is exciting.,2,Miami,ride_smoothness,1978
2025-12-19,3,Can never get a car when I actually need one. Wait times need serious improvement.,22,Atlanta,wait_times,1979
2025-12-20,1,Had a close call with a cyclist. The car saw them late and braked hard. Really impressed by how smooth the driving is. My coffee didn't spill once!,1,Atlanta,safety_trust,1980
2025-12-20,2,The GPS location for pickup is often off by half a block. Confusing.,4,Atlanta,app_experience,1981
2025-12-20,5,Happy to see coverage in Austin now. The expansion is exciting.,15,Los Angeles,coverage_area,1982
2025-12-20,5,No tipping awkwardness and the pricing is transparent. Win-win.,1,Phoenix,pricing,1983
2025-12-20,1,The wait times are ridiculous in my area. 15-20 minutes every single time.,1,Los Angeles,wait_times,1984
2025-12-20,2,"Had a close call with a cyclist. The car saw them late and braked hard. Getting expensive. For the wait times I deal with, the price doesn't feel worth it.",0,Atlanta,safety_trust,1985
2025-12-20,5,Consistently smooth rides. The car navigates complex intersections with ease.,5,Austin,ride_smoothness,1986
2025-12-21,1,UI is confusing for first-time users. My parents couldn't figure out how to book.,6,Austin,app_experience,1987
2025-12-21,5,Pricing is fair and often cheaper than Uber during surge times. Car arrived in under 3 minutes! Faster than any Uber I've ordered.,6,Atlanta,pricing,1988
2025-12-21,2,Estimated 8 minute wait turned into 22 minutes. Very frustrating.,1,Phoenix,wait_times,1989
2025-12-21,3,The 360 sensors catch things a human driver would miss. Feels very secure.,4,Austin,safety_trust,1990
2025-12-21,3,This is the future of transportation. Absolutely love the Waymo experience.,2,Atlanta,general_experience,1991
